pcode,year,month,seasonal_precip_prob_below_lead1,seasonal_precip_prob_near_lead1,seasonal_precip_prob_above_lead1,seasonal_target_season_lead1,seasonal_overlaps_kiremt_lead1,seasonal_overlaps_belg_lead1,seasonal_overlaps_gu_lead1,seasonal_overlaps_deyr_lead1,seasonal_source_lead1,seasonal_precip_prob_below_lead3,seasonal_precip_prob_near_lead3,seasonal_precip_prob_above_lead3,seasonal_target_season_lead3,seasonal_overlaps_kiremt_lead3,seasonal_overlaps_belg_lead3,seasonal_overlaps_gu_lead3,seasonal_overlaps_deyr_lead3,seasonal_source_lead3
ET0203,2022,12,36.60425382270435,34.56405798020431,28.831688162951146,jfm,False,True,False,False,nmme_elr,34.210327480385644,33.56841329850022,32.22125922107876,mam,False,True,True,False,nmme_elr
ET0203,2023,1,31.39849133135245,33.73618098142022,34.865327693941886,fma,False,True,True,False,nmme_elr,31.49109773646356,33.25311039931409,35.25579192838384,amj,True,True,True,False,nmme_elr
ET0203,2023,2,33.121758379922944,33.640921295674936,33.23732032657491,mam,False,True,True,False,nmme_elr,33.28366864047949,33.41232600960082,33.30400532110403,mjj,True,True,True,False,nmme_elr
ET0203,2023,3,30.214301404817036,33.09941599461031,36.68628236609469,amj,True,True,True,False,nmme_elr,33.81910463318123,32.95795465936247,33.22294074869214,jja,True,False,True,False,nmme_elr
ET0203,2023,4,32.244884494263914,33.392116807409835,34.36299867377426,mjj,True,True,True,False,nmme_elr,32.57191320083581,34.485977128197185,32.94210960709835,jas,True,False,False,False,nmme_elr
ET0203,2023,5,40.184098783579216,32.98881147191144,26.827089706696746,jja,True,False,True,False,nmme_elr,34.19685353175517,33.48911115954336,32.31403530913251,aso,True,False,False,True,nmme_elr
ET0203,2023,6,33.408037847591864,34.3096661252333,32.28229586237697,jas,True,False,False,False,nmme_elr,30.359106082459277,32.985056735260876,36.65583734786847,son,True,False,False,True,nmme_elr
ET0203,2023,7,35.444097630868875,33.204499825221966,31.35140254382956,aso,True,False,False,True,nmme_elr,29.25716491042642,33.11220789899852,37.6306273634725,ond,False,False,False,True,nmme_elr
ET0203,2023,8,32.340885781459036,32.701676008295024,34.95743819510969,son,True,False,False,True,nmme_elr,23.122314928089367,29.762810474451292,47.11487442231492,ndj,False,False,False,True,nmme_elr
ET0203,2023,9,28.904939781991494,33.14121565165377,37.95384467869095,ond,False,False,False,True,nmme_elr,20.18137219936131,26.27068318934392,53.54794435938694,djf,False,True,False,True,nmme_elr
ET0203,2023,10,24.33938190545312,28.07631997096998,47.58429797225858,ndj,False,False,False,True,nmme_elr,25.75171487169989,29.533799861174096,44.71448544003126,jfm,False,True,False,False,nmme_elr
ET0203,2023,11,22.105530680015995,26.47606543037363,51.418403496445166,djf,False,True,False,True,nmme_elr,30.430576756547204,31.40023507818345,38.16918826719406,fma,False,True,True,False,nmme_elr
ET0203,2023,12,27.267073351024187,31.555379442109107,41.17754687289613,jfm,False,True,False,False,nmme_elr,33.84025747377268,33.630863352830865,32.528879194829415,mam,False,True,True,False,nmme_elr
ET0203,2024,1,33.74201191692469,33.304796232085714,32.953191861741544,fma,False,True,True,False,nmme_elr,34.998846198424886,33.164843744143624,31.83631007075354,amj,True,True,True,False,nmme_elr
ET0203,2024,2,32.6905856073005,33.547628836388405,33.76178556219498,mam,False,True,True,False,nmme_elr,27.808354686995994,31.63529993824195,40.55634539159765,mjj,True,True,True,False,nmme_elr
ET0203,2024,3,34.02058534964222,33.52694552868008,32.45246912474679,amj,True,True,True,False,nmme_elr,27.28096875744784,28.175832991282665,44.54319825712185,jja,True,False,True,False,nmme_elr
ET0203,2024,4,26.952813772369907,30.571104747760383,42.47608151200886,mjj,True,True,True,False,nmme_elr,18.932988362505817,25.42215409090143,55.64485779709969,jas,True,False,False,False,nmme_elr
ET0203,2024,5,17.532292197753133,26.918466809265702,55.54924115136024,jja,True,False,True,False,nmme_elr,26.770242601611187,31.410697123626683,41.81906031009703,aso,True,False,False,True,nmme_elr
ET0203,2024,6,14.07493807035026,23.88013388140911,62.044927981009465,jas,True,False,False,False,nmme_elr,32.29738113286719,33.22199463967555,34.48062417405949,son,True,False,False,True,nmme_elr
ET0203,2024,7,25.541582558359167,30.50127351259693,43.957143477482205,aso,True,False,False,True,nmme_elr,37.66582567667898,33.421050045163824,28.913124283760936,ond,False,False,False,True,nmme_elr
ET0203,2024,8,28.37125934832343,31.79865572392268,39.8300848993299,son,True,False,False,True,nmme_elr,40.965162421987614,33.079734737947305,25.955102842852142,ndj,False,False,False,True,nmme_elr
ET0203,2024,9,35.32792289808687,34.020877434474514,30.651199663459707,ond,False,False,False,True,nmme_elr,43.56687406157898,34.34179256943336,22.091333374307,djf,False,True,False,True,nmme_elr
ET0203,2024,10,40.03558032919624,33.40058083811085,26.56383883270265,ndj,False,False,False,True,nmme_elr,37.80700546515861,34.253075741188766,27.939918804757163,jfm,False,True,False,False,nmme_elr
ET0203,2024,11,41.316833695521225,34.48276377307073,24.200402540993093,djf,False,True,False,True,nmme_elr,44.79785589155145,31.92052943148182,23.281614676970136,fma,False,True,True,False,nmme_elr
ET0203,2024,12,43.86723504441027,33.46993028093514,22.662834676800053,jfm,False,True,False,False,nmme_elr,36.73522076781478,33.667332535764416,29.5974466963796,mam,False,True,True,False,nmme_elr
ET0203,2025,1,37.12529443047774,32.60337466234657,30.27133098187048,fma,False,True,True,False,nmme_elr,35.790607583898755,33.47614625487304,30.73324616800837,amj,True,True,True,False,nmme_elr
ET0203,2025,2,33.997231172107135,33.42169590459473,32.581072924144095,mam,False,True,True,False,nmme_elr,24.961129923858746,31.240510573503705,43.79835992962699,mjj,True,True,True,False,nmme_elr
ET0203,2025,3,34.87449273242596,33.189674569417704,31.935832765041376,amj,True,True,True,False,nmme_elr,25.50237542058254,29.718530091856334,44.7790942081314,jja,True,False,True,False,nmme_elr
ET0203,2025,4,28.539797796542118,33.194641238312755,38.265560810622176,mjj,True,True,True,False,nmme_elr,21.12683204172854,28.429544862685454,50.4436230883428,jas,True,False,False,False,nmme_elr
ET0203,2025,5,19.907936864317804,28.35849309095327,51.73356999330542,jja,True,False,True,False,nmme_elr,27.154901705187296,31.795676293774697,41.04942183344376,aso,True,False,False,True,nmme_elr
ET0203,2025,6,24.082103021177065,31.52724307633141,44.39065427408977,jas,True,False,False,False,nmme_elr,33.32054070208451,33.64446286689073,33.03499643108037,son,True,False,False,True,nmme_elr
ET0203,2025,7,28.242325395900387,32.33559625483847,39.42207836995544,aso,True,False,False,True,nmme_elr,34.85149923406591,33.62214704903571,31.526353733791026,ond,False,False,False,True,nmme_elr
ET0203,2025,8,28.381595756859436,32.674700508267094,38.94370366310973,son,True,False,False,True,nmme_elr,36.16110335637582,34.316883864841266,29.522012790819588,ndj,False,False,False,True,nmme_elr
ET0203,2025,9,32.522762906920214,34.15057627014415,33.32666093934594,ond,False,False,False,True,nmme_elr,34.982370952048804,36.544628453785826,28.473000594460114,djf,False,True,False,True,nmme_elr
ET0203,2025,10,37.28253999272135,33.593050771461066,29.12440923581748,ndj,False,False,False,True,nmme_elr,36.66810978085636,34.00656072045159,29.325329498512602,jfm,False,True,False,False,nmme_elr
ET0203,2025,11,30.975234735084513,31.636516903237503,37.388248193541294,djf,False,True,False,True,nmme_elr,35.831984900036005,33.81561578470123,30.35239941009386,fma,False,True,True,False,nmme_elr
ET0203,2025,12,36.43217568801016,34.83028314331673,28.737541163785124,jfm,False,True,False,False,nmme_elr,32.57995251410621,34.08244218779418,33.33760529110125,mam,False,True,True,False,nmme_elr
ET0203,2026,1,31.688960836713118,33.87976488245234,34.43127426031406,fma,False,True,True,False,nmme_elr,29.717372371925475,31.95276679179733,38.32986090307072,amj,True,True,True,False,nmme_elr
ET0203,2026,2,33.468163833472815,33.531056710356765,33.0007794557715,mam,False,True,True,False,nmme_elr,33.706455772741364,33.406173358652914,32.88737087923945,mjj,True,True,True,False,nmme_elr
ET0203,2026,3,34.5277430775427,32.252146824166516,33.22011004179134,amj,True,True,True,False,nmme_elr,37.575527491270364,32.42333979584051,30.001132706472237,jja,True,False,True,False,nmme_elr
ET0203,2026,4,32.60550802783585,33.45365131419245,33.940840643158644,mjj,True,True,True,False,nmme_elr,41.14371608252363,32.2107563323315,26.645527547842118,jas,True,False,False,False,nmme_elr
ET0203,2026,5,45.40904948989326,31.937427676559352,22.653522846210215,jja,True,False,True,False,nmme_elr,35.43798575623839,33.00705416366933,31.554960072025345,aso,True,False,False,True,nmme_elr
ET0203,2026,6,54.646154876119354,27.4415831057462,17.912262018118994,jas,True,False,False,False,nmme_elr,26.56898629165979,30.382679505216434,43.04833419341141,son,True,False,False,True,nmme_elr
ET0203,2026,7,34.88667239870081,33.006283183240015,32.10704438147666,aso,True,False,False,True,nmme_elr,26.42069224240743,31.73249936167176,41.84680845714348,ond,False,False,False,True,nmme_elr
ET0203,2026,8,,,,son,True,False,False,True,,,,,ndj,False,False,False,True,
ET0203,2026,9,,,,ond,False,False,False,True,,,,,djf,False,True,False,True,
ET0203,2026,10,,,,ndj,False,False,False,True,,,,,jfm,False,True,False,False,
ET0203,2026,11,,,,djf,False,True,False,True,,,,,fma,False,True,True,False,
ET0203,2026,12,,,,jfm,False,True,False,False,,,,,mam,False,True,True,False,
ET0204,2009,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0204,2009,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0204,2009,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,25.0,35.0,40.0,jja,True,False,True,False,legacy_two_tier
ET0204,2009,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,25.0,35.0,40.0,jas,True,False,False,False,legacy_two_tier
ET0204,2009,5,27.745746590857287,34.31356335228567,37.597471732999864,jja,True,False,True,False,legacy_two_tier,25.0,35.0,40.0,aso,True,False,False,True,legacy_two_tier
ET0204,2009,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0204,2009,7,31.96645300294752,33.25838674926312,33.90435362242091,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0204,2009,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0204,2009,9,25.73681954737064,34.81579511315734,39.355282896050696,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0204,2009,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0204,2009,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0204,2009,12,25.0,35.0,40.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0204,2010,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0204,2010,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0204,2010,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,30.35910246741976,33.66022438314506,35.3107853410077,jja,True,False,True,False,legacy_two_tier
ET0204,2010,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,31.861603944670467,33.28459901383238,33.99609654841334,jas,True,False,False,False,legacy_two_tier
ET0204,2010,5,30.35910246741976,33.66022438314506,35.3107853410077,jja,True,False,True,False,legacy_two_tier,31.96645300294752,33.25838674926312,33.90435362242091,aso,True,False,False,True,legacy_two_tier
ET0204,2010,6,24.3540331268422,35.0,40.645966873157796,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0204,2010,7,31.96645300294752,33.25838674926312,33.90435362242091,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0204,2010,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.91636360504952,33.26181817287129,31.95272730851483,ndj,False,False,False,True,legacy_two_tier
ET0204,2010,9,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier,37.65852700416802,34.331007715476574,27.675969138093684,djf,False,True,False,True,legacy_two_tier
ET0204,2010,10,42.672973856513224,35.0,22.32702614348678,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0204,2010,11,40.331500860681246,34.331007715476574,25.00299528158046,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0204,2010,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0204,2011,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0204,2011,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0204,2011,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0204,2011,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,31.861603944670467,33.28459901383238,33.99609654841334,jas,True,False,False,False,legacy_two_tier
ET0204,2011,5,25.104849058277054,34.97378773543073,39.90825707400757,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0204,2011,6,31.861603944670467,33.28459901383238,33.99609654841334,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0204,2011,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0204,2011,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0204,2011,9,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0204,2011,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0204,2011,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0204,2011,12,33.91636360504952,33.26181817287129,31.95272730851483,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0204,2012,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0204,2012,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0204,2012,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0204,2012,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0204,2012,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0204,2012,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0204,2012,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0204,2012,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0204,2012,9,25.73681954737064,34.81579511315734,39.355282896050696,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0204,2012,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0204,2012,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0204,2012,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0204,2013,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0204,2013,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0204,2013,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0204,2013,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0204,2013,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0204,2013,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0204,2013,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0204,2013,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0204,2013,9,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0204,2013,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0204,2013,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0204,2013,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0204,2014,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0204,2014,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0204,2014,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0204,2014,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0204,2014,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0204,2014,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0204,2014,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0204,2014,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0204,2014,9,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0204,2014,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0204,2014,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0204,2014,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0204,2015,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0204,2015,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0204,2015,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0204,2015,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0204,2015,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0204,2015,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0204,2015,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0204,2015,8,26.69938315193683,34.57515421201579,38.51303974205527,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0204,2015,9,15.921024434213296,35.0,49.07897556578671,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0204,2015,10,27.675969138093684,34.331007715476574,37.65852700416802,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0204,2015,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.09174292599242,33.02621226456926,32.895150941722946,fma,False,True,True,False,legacy_two_tier
ET0204,2015,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0204,2016,1,33.09174292599242,33.02621226456926,32.895150941722946,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0204,2016,2,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier
ET0204,2016,3,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier
ET0204,2016,4,33.0,33.0,33.0,mjj,True,True,True,False,legacy_two_tier,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier
ET0204,2016,5,33.0,33.0,33.0,jja,True,False,True,False,legacy_two_tier,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier
ET0204,2016,6,33.0,33.0,33.0,jas,True,False,False,False,legacy_two_tier,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier
ET0204,2016,7,33.0,33.0,33.0,aso,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier
ET0204,2016,8,33.0,33.0,33.0,son,True,False,False,True,legacy_two_tier,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier
ET0204,2016,9,33.0,33.0,33.0,ond,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier
ET0204,2016,10,33.0,33.0,33.0,ndj,False,False,False,True,legacy_two_tier,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier
ET0204,2016,11,33.0,33.0,33.0,djf,False,True,False,True,legacy_two_tier,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier
ET0204,2016,12,33.0,33.0,33.0,jfm,False,True,False,False,legacy_two_tier,33.0,33.0,33.0,mam,False,True,True,False,legacy_two_tier
ET0204,2017,1,33.0,33.0,33.0,fma,False,True,True,False,legacy_two_tier,33.0,33.0,33.0,amj,True,True,True,False,legacy_two_tier
ET0204,2017,2,32.66871201527281,30.94817682822847,36.383111300596944,mam,False,True,True,False,nmme_elr,36.466643417302166,30.969680094497434,32.56367648820041,mjj,True,True,True,False,nmme_elr
ET0204,2017,3,31.61323812415166,30.974426282205844,37.41233569594226,amj,True,True,True,False,nmme_elr,38.42635755176145,31.20570220352265,30.3679402447159,jja,True,False,True,False,nmme_elr
ET0204,2017,4,32.57366380382202,30.080816990086706,37.34551921303411,mjj,True,True,True,False,nmme_elr,33.687940635031524,31.04714193241963,35.26491718183865,jas,True,False,False,False,nmme_elr
ET0204,2017,5,30.36338883228824,31.056221251053593,38.580389897078184,jja,True,False,True,False,nmme_elr,33.41554849645743,31.01163788279906,35.572813722328824,aso,True,False,False,True,nmme_elr
ET0204,2017,6,30.032897479765044,30.532946834751087,39.434155895263416,jas,True,False,False,False,nmme_elr,35.36606379665717,31.11066768944099,33.523268515508306,son,True,False,False,True,nmme_elr
ET0204,2017,7,34.34616985359921,31.56645809716788,34.08737205848658,aso,True,False,False,True,nmme_elr,35.20596141388098,31.24976328991484,33.54427530327241,ond,False,False,False,True,nmme_elr
ET0204,2017,8,34.25298098373847,31.337708200290564,34.40931087592066,son,True,False,False,True,nmme_elr,32.556659483493355,30.3147216539611,37.12861879133651,ndj,False,False,False,True,nmme_elr
ET0204,2017,9,42.51048436802446,29.3043361071746,28.1851795085802,ond,False,False,False,True,nmme_elr,39.552139881168245,31.42351433709973,29.024345783079333,djf,False,True,False,True,nmme_elr
ET0204,2017,10,32.884282244253065,29.92710208880333,37.188615672612265,ndj,False,False,False,True,nmme_elr,35.730918675090834,31.13953341662786,33.12954778666161,jfm,False,True,False,False,nmme_elr
ET0204,2017,11,31.435781995392396,30.872957248343972,37.691260801167964,djf,False,True,False,True,nmme_elr,36.40852711950131,31.549085862253094,32.04238702176623,fma,False,True,True,False,nmme_elr
ET0204,2017,12,39.391952404865606,31.140636548613905,29.467411035757834,jfm,False,True,False,False,nmme_elr,38.26736955090671,30.522404612208817,31.210225859158825,mam,False,True,True,False,nmme_elr
ET0204,2018,1,36.12180710131258,31.33560041887107,32.542592483858826,fma,False,True,True,False,nmme_elr,37.53825457764619,30.220947214162734,32.24079817230352,amj,True,True,True,False,nmme_elr
ET0204,2018,2,35.48092655661664,30.778479137851434,33.74059427297545,mam,False,True,True,False,nmme_elr,30.533806786423472,28.66893070376603,40.79726253429117,mjj,True,True,True,False,nmme_elr
ET0204,2018,3,35.87754661051862,28.487985595934962,35.63446768383395,amj,True,True,True,False,nmme_elr,27.88718150169161,30.440666308678615,41.67215233031824,jja,True,False,True,False,nmme_elr
ET0204,2018,4,33.66756792081652,30.650112749706555,35.682319235025396,mjj,True,True,True,False,nmme_elr,30.408439611325118,30.153636245659094,39.43792411608894,jas,True,False,False,False,nmme_elr
ET0204,2018,5,33.72176154229426,30.347189721587814,35.931048802480355,jja,True,False,True,False,nmme_elr,31.62300489112574,30.540684998890903,37.83631020666936,aso,True,False,False,True,nmme_elr
ET0204,2018,6,30.767625648450128,30.731346319261814,38.50102797527535,jas,True,False,False,False,nmme_elr,32.089053641475736,30.39770756710796,37.51323876692621,son,True,False,False,True,nmme_elr
ET0204,2018,7,35.75602706186744,31.229838157578527,33.01413480626681,aso,True,False,False,True,nmme_elr,35.51882472137626,30.746013143583657,33.73516216382797,ond,False,False,False,True,nmme_elr
ET0204,2018,8,34.95297041445983,30.919140937720933,34.127888636162666,son,True,False,False,True,nmme_elr,31.075909947784172,30.414043064994047,38.51004688784738,ndj,False,False,False,True,nmme_elr
